num_grad,num_itr,sup_err
170,662,8.63993661424714e-05
171,663,8.63993661424714e-05
172,664,8.63993661424714e-05
173,665,8.63993661424714e-05
174,666,8.63993661424714e-05
175,667,8.63993661424714e-05
176,668,8.63993661424714e-05
177,669,8.63993661424714e-05
178,670,8.63993661424714e-05
179,671,8.63993661424714e-05
180,672,8.63993661424714e-05
181,673,8.63993661424714e-05
182,674,8.63993661424714e-05
183,675,8.63993661424714e-05
184,676,8.63993661424714e-05
185,677,8.63993661424714e-05
186,678,8.63993661424714e-05
187,679,8.63993661424714e-05
188,680,8.63993661424714e-05
189,681,8.63993661424714e-05
190,682,8.63993661424714e-05
191,683,8.63993661424714e-05
192,684,8.63993661424714e-05
193,685,8.63993661424714e-05
194,686,8.63993661424714e-05
195,687,8.63993661424714e-05
196,688,8.63993661424714e-05
197,689,8.63993661424714e-05
198,690,8.63993661424714e-05
199,691,8.63993661424714e-05
200,692,8.63993661424714e-05
201,693,8.63993661424714e-05
202,694,8.63993661424714e-05
203,695,8.63993661424714e-05
204,696,8.63993661424714e-05
205,697,8.63993661424714e-05
206,698,8.63993661424714e-05
207,699,8.63993661424714e-05
208,700,8.63993661424714e-05
209,701,8.63993661424714e-05
210,702,8.63993661424714e-05
211,703,8.63993661424714e-05
212,704,8.63993661424714e-05
213,705,8.63993661424714e-05
214,706,8.63993661424714e-05
215,707,8.63993661424714e-05
216,708,8.63993661424714e-05
217,709,8.63993661424714e-05
218,710,8.63993661424714e-05
219,711,8.63993661424714e-05
220,712,8.63993661424714e-05
221,713,8.63993661424714e-05
222,714,8.63993661424714e-05
223,715,8.63993661424714e-05
224,716,8.63993661424714e-05
225,717,8.63993661424714e-05
226,718,8.63993661424714e-05
227,719,8.63993661424714e-05
228,720,8.63993661424714e-05
229,721,8.63993661424714e-05
230,722,8.63993661424714e-05
231,723,8.63993661424714e-05
232,724,8.63993661424714e-05
233,725,8.63993661424714e-05
234,726,8.63993661424714e-05
235,727,8.63993661424714e-05
236,728,8.63993661424714e-05
237,729,8.63993661424714e-05
238,730,8.63993661424714e-05
239,731,8.63993661424714e-05
240,732,8.63993661424714e-05
241,733,8.63993661424714e-05
242,734,8.63993661424714e-05
243,735,8.63993661424714e-05
244,736,8.63993661424714e-05
245,737,8.63993661424714e-05
246,738,8.63993661424714e-05
247,739,8.63993661424714e-05
248,740,8.63993661424714e-05
249,741,8.63993661424714e-05
250,742,8.63993661424714e-05
251,743,8.63993661424714e-05
252,744,8.63993661424714e-05
253,745,8.63993661424714e-05
254,746,8.63993661424714e-05
255,747,8.63993661424714e-05
256,748,8.63993661424714e-05
257,749,8.63993661424714e-05
258,750,8.63993661424714e-05
259,751,8.63993661424714e-05
260,752,8.63993661424714e-05
261,753,8.63993661424714e-05
262,754,8.63993661424714e-05
263,755,8.63993661424714e-05
264,756,8.63993661424714e-05
265,757,8.63993661424714e-05
266,758,8.63993661424714e-05
267,759,8.63993661424714e-05
268,760,8.63993661424714e-05
269,761,8.63993661424714e-05
270,762,8.63993661424714e-05
271,763,8.63993661424714e-05
272,764,8.63993661424714e-05
273,765,8.63993661424714e-05
274,766,8.63993661424714e-05
275,767,8.63993661424714e-05
276,768,8.63993661424714e-05
277,769,8.63993661424714e-05
278,770,8.63993661424714e-05
279,771,8.63993661424714e-05
280,772,8.63993661424714e-05
281,773,8.63993661424714e-05
282,774,8.63993661424714e-05
283,775,8.63993661424714e-05
284,776,8.63993661424714e-05
285,777,8.63993661424714e-05
286,778,8.63993661424714e-05
287,779,8.63993661424714e-05
288,780,8.63993661424714e-05
289,781,8.63993661424714e-05
290,782,8.63993661424714e-05
291,783,8.63993661424714e-05
292,784,8.63993661424714e-05
293,785,8.63993661424714e-05
294,786,8.63993661424714e-05
295,787,8.63993661424714e-05
296,788,8.63993661424714e-05
297,789,8.63993661424714e-05
298,790,8.63993661424714e-05
299,791,8.63993661424714e-05
300,792,8.63993661424714e-05
301,793,8.63993661424714e-05
302,794,8.63993661424714e-05
303,795,8.63993661424714e-05
304,796,8.63993661424714e-05
305,797,8.63993661424714e-05
306,798,8.63993661424714e-05
307,799,8.63993661424714e-05
308,800,8.63993661424714e-05
309,801,8.63993661424714e-05
310,802,8.63993661424714e-05
311,803,8.63993661424714e-05
312,804,8.63993661424714e-05
313,805,8.63993661424714e-05
314,806,8.63993661424714e-05
315,807,8.63993661424714e-05
316,808,8.63993661424714e-05
317,809,8.63993661424714e-05
318,810,8.63993661424714e-05
319,811,8.63993661424714e-05
320,812,8.63993661424714e-05
321,813,8.63993661424714e-05
322,814,8.63993661424714e-05
323,815,8.63993661424714e-05
324,816,8.63993661424714e-05
325,817,8.63993661424714e-05
326,818,8.63993661424714e-05
327,819,8.63993661424714e-05
328,820,8.63993661424714e-05
329,821,8.63993661424714e-05
330,822,8.63993661424714e-05
331,823,8.63993661424714e-05
332,824,8.63993661424714e-05
333,825,8.63993661424714e-05
334,826,8.63993661424714e-05
335,827,8.63993661424714e-05
336,828,8.63993661424714e-05
337,829,8.63993661424714e-05
338,830,8.63993661424714e-05
339,831,8.63993661424714e-05
340,832,8.63993661424714e-05
341,833,8.63993661424714e-05
342,834,8.63993661424714e-05
343,835,8.63993661424714e-05
344,836,8.63993661424714e-05
345,837,8.63993661424714e-05
346,838,8.63993661424714e-05
347,839,8.63993661424714e-05
348,840,8.63993661424714e-05
349,841,8.63993661424714e-05
350,842,8.63993661424714e-05
351,843,8.63993661424714e-05
352,844,8.63993661424714e-05
353,845,8.63993661424714e-05
354,846,8.63993661424714e-05
355,847,8.63993661424714e-05
356,848,8.63993661424714e-05
357,849,8.63993661424714e-05
358,850,8.63993661424714e-05
359,851,8.63993661424714e-05
360,852,8.63993661424714e-05
361,853,8.63993661424714e-05
362,854,8.63993661424714e-05
363,855,8.63993661424714e-05
364,856,8.63993661424714e-05
365,857,8.63993661424714e-05
366,858,8.63993661424714e-05
367,859,8.63993661424714e-05
368,860,8.63993661424714e-05
369,861,8.63993661424714e-05
370,862,8.63993661424714e-05
371,863,8.63993661424714e-05
372,864,8.63993661424714e-05
373,865,8.63993661424714e-05
374,866,8.63993661424714e-05
375,867,8.63993661424714e-05
376,868,8.63993661424714e-05
377,869,8.63993661424714e-05
378,870,8.63993661424714e-05
379,871,8.63993661424714e-05
380,872,8.63993661424714e-05
381,873,8.63993661424714e-05
382,874,8.63993661424714e-05
383,875,8.63993661424714e-05
384,876,8.63993661424714e-05
385,877,8.63993661424714e-05
386,878,8.63993661424714e-05
387,879,8.63993661424714e-05
388,880,8.63993661424714e-05
389,881,8.63993661424714e-05
390,882,8.63993661424714e-05
391,883,8.63993661424714e-05
392,884,8.63993661424714e-05
393,885,8.63993661424714e-05
394,886,8.63993661424714e-05
395,887,8.63993661424714e-05
396,888,8.63993661424714e-05
397,889,8.63993661424714e-05
398,890,8.63993661424714e-05
399,891,8.63993661424714e-05
400,892,8.63993661424714e-05
401,893,8.63993661424714e-05
402,894,8.63993661424714e-05
403,895,8.63993661424714e-05
404,896,8.63993661424714e-05
405,897,8.63993661424714e-05
406,898,8.63993661424714e-05
407,899,8.63993661424714e-05
408,900,8.63993661424714e-05
409,901,8.63993661424714e-05
410,902,8.63993661424714e-05
411,903,8.63993661424714e-05
412,904,8.63993661424714e-05
413,905,8.63993661424714e-05
414,906,8.63993661424714e-05
415,907,8.63993661424714e-05
416,908,8.63993661424714e-05
417,909,8.63993661424714e-05
418,910,8.63993661424714e-05
419,911,8.63993661424714e-05
420,912,8.63993661424714e-05
421,913,8.63993661424714e-05
422,914,8.63993661424714e-05
423,915,8.63993661424714e-05
424,916,8.63993661424714e-05
425,917,8.63993661424714e-05
426,918,8.63993661424714e-05
427,919,8.63993661424714e-05
428,920,8.63993661424714e-05
429,921,8.63993661424714e-05
430,922,8.63993661424714e-05
431,923,8.63993661424714e-05
432,924,8.63993661424714e-05
433,925,8.63993661424714e-05
434,926,8.63993661424714e-05
435,927,8.63993661424714e-05
436,928,8.63993661424714e-05
437,929,8.63993661424714e-05
438,930,8.63993661424714e-05
439,931,8.63993661424714e-05
440,932,8.63993661424714e-05
441,933,8.63993661424714e-05
442,934,8.63993661424714e-05
443,935,8.63993661424714e-05
444,936,8.63993661424714e-05
445,937,8.63993661424714e-05
446,938,8.63993661424714e-05
447,939,8.63993661424714e-05
448,940,8.63993661424714e-05
449,941,8.63993661424714e-05
450,942,8.63993661424714e-05
451,943,8.63993661424714e-05
452,944,8.63993661424714e-05
453,945,8.63993661424714e-05
454,946,8.63993661424714e-05
455,947,8.63993661424714e-05
456,948,8.63993661424714e-05
457,949,8.63993661424714e-05
458,950,8.63993661424714e-05
459,951,8.63993661424714e-05
460,952,8.63993661424714e-05
461,953,8.63993661424714e-05
462,954,8.63993661424714e-05
463,955,8.63993661424714e-05
464,956,8.63993661424714e-05
465,957,8.63993661424714e-05
466,958,8.63993661424714e-05
467,959,8.63993661424714e-05
468,960,8.63993661424714e-05
469,961,8.63993661424714e-05
470,962,8.63993661424714e-05
471,963,8.63993661424714e-05
472,964,8.63993661424714e-05
473,965,8.63993661424714e-05
474,966,8.63993661424714e-05
475,967,8.63993661424714e-05
476,968,8.63993661424714e-05
477,969,8.63993661424714e-05
478,970,8.63993661424714e-05
479,971,8.63993661424714e-05
480,972,8.63993661424714e-05
481,973,8.63993661424714e-05
482,974,8.63993661424714e-05
483,975,8.63993661424714e-05
484,976,8.63993661424714e-05
485,977,8.63993661424714e-05
486,978,8.63993661424714e-05
487,979,8.63993661424714e-05
488,980,8.63993661424714e-05
489,981,8.63993661424714e-05
490,982,8.63993661424714e-05
491,983,8.63993661424714e-05
492,984,8.63993661424714e-05
493,985,8.63993661424714e-05
494,986,8.63993661424714e-05
495,987,8.63993661424714e-05
496,988,8.63993661424714e-05
497,989,8.63993661424714e-05
498,990,8.63993661424714e-05
499,991,8.63993661424714e-05
500,992,8.63993661424714e-05
501,993,8.63993661424714e-05
502,994,8.63993661424714e-05
503,995,8.63993661424714e-05
504,996,8.63993661424714e-05
505,997,8.63993661424714e-05
506,998,8.63993661424714e-05
507,999,8.63993661424714e-05
508,1000,8.63993661424714e-05
509,1001,8.63993661424714e-05
510,1002,8.63993661424714e-05
511,1003,8.63993661424714e-05
512,1004,8.63993661424714e-05
513,1005,8.63993661424714e-05
514,1006,8.63993661424714e-05
515,1007,8.63993661424714e-05
516,1008,8.63993661424714e-05
517,1009,8.63993661424714e-05
518,1010,8.63993661424714e-05
519,1011,8.63993661424714e-05
520,1012,8.63993661424714e-05
521,1013,8.63993661424714e-05
522,1014,8.63993661424714e-05
523,1015,8.63993661424714e-05
524,1016,8.63993661424714e-05
525,1017,8.63993661424714e-05
526,1018,8.63993661424714e-05
527,1019,8.63993661424714e-05
528,1020,8.63993661424714e-05
529,1021,8.63993661424714e-05
530,1022,8.63993661424714e-05
531,1023,8.63993661424714e-05
532,1024,8.63993661424714e-05
533,1025,8.63993661424714e-05
534,1026,8.63993661424714e-05
535,1027,8.63993661424714e-05
536,1028,8.63993661424714e-05
537,1029,8.63993661424714e-05
538,1030,8.63993661424714e-05
539,1031,8.63993661424714e-05
540,1032,8.63993661424714e-05
541,1033,8.63993661424714e-05
542,1034,8.63993661424714e-05
543,1035,8.63993661424714e-05
544,1036,8.63993661424714e-05
545,1037,8.63993661424714e-05
546,1038,8.63993661424714e-05
547,1039,8.63993661424714e-05
548,1040,8.63993661424714e-05
549,1041,8.63993661424714e-05
550,1042,8.63993661424714e-05
551,1043,8.63993661424714e-05
552,1044,8.63993661424714e-05
553,1045,8.63993661424714e-05
554,1046,8.63993661424714e-05
555,1047,8.63993661424714e-05
556,1048,8.63993661424714e-05
557,1049,8.63993661424714e-05
558,1050,8.63993661424714e-05
559,1051,8.63993661424714e-05
560,1052,8.63993661424714e-05
561,1053,8.63993661424714e-05
562,1054,8.63993661424714e-05
563,1055,8.63993661424714e-05
564,1056,8.63993661424714e-05
565,1057,8.63993661424714e-05
566,1058,8.63993661424714e-05
567,1059,8.63993661424714e-05
568,1060,8.63993661424714e-05
569,1061,8.63993661424714e-05
570,1062,8.63993661424714e-05
571,1063,8.63993661424714e-05
572,1064,8.63993661424714e-05
573,1065,8.63993661424714e-05
574,1066,8.63993661424714e-05
575,1067,8.63993661424714e-05
576,1068,8.63993661424714e-05
577,1069,8.63993661424714e-05
578,1070,8.63993661424714e-05
579,1071,8.63993661424714e-05
580,1072,8.63993661424714e-05
581,1073,8.63993661424714e-05
582,1074,8.63993661424714e-05
583,1075,8.63993661424714e-05
584,1076,8.63993661424714e-05
585,1077,8.63993661424714e-05
586,1078,8.63993661424714e-05
587,1079,8.63993661424714e-05
588,1080,8.63993661424714e-05
589,1081,8.63993661424714e-05
590,1082,8.63993661424714e-05
591,1083,8.63993661424714e-05
592,1084,8.63993661424714e-05
593,1085,8.63993661424714e-05
594,1086,8.63993661424714e-05
595,1087,8.63993661424714e-05
596,1088,8.63993661424714e-05
597,1089,8.63993661424714e-05
598,1090,8.63993661424714e-05
599,1091,8.63993661424714e-05
600,1092,8.63993661424714e-05
601,1093,8.63993661424714e-05
602,1094,8.63993661424714e-05
603,1095,8.63993661424714e-05
604,1096,8.63993661424714e-05
605,1097,8.63993661424714e-05
606,1098,8.63993661424714e-05
607,1099,8.63993661424714e-05
608,1100,8.63993661424714e-05
609,1101,8.63993661424714e-05
610,1102,8.63993661424714e-05
611,1103,8.63993661424714e-05
612,1104,8.63993661424714e-05
613,1105,8.63993661424714e-05
614,1106,8.63993661424714e-05
615,1107,8.63993661424714e-05
616,1108,8.63993661424714e-05
617,1109,8.63993661424714e-05
618,1110,8.63993661424714e-05
619,1111,8.63993661424714e-05
620,1112,8.63993661424714e-05
621,1113,8.63993661424714e-05
622,1114,8.63993661424714e-05
623,1115,8.63993661424714e-05
624,1116,8.63993661424714e-05
625,1117,8.63993661424714e-05
626,1118,8.63993661424714e-05
627,1119,8.63993661424714e-05
628,1120,8.63993661424714e-05
629,1121,8.63993661424714e-05
630,1122,8.63993661424714e-05
631,1123,8.63993661424714e-05
632,1124,8.63993661424714e-05
633,1125,8.63993661424714e-05
634,1126,8.63993661424714e-05
635,1127,8.63993661424714e-05
636,1128,8.63993661424714e-05
637,1129,8.63993661424714e-05
638,1130,8.63993661424714e-05
639,1131,8.63993661424714e-05
640,1132,8.63993661424714e-05
641,1133,8.63993661424714e-05
642,1134,8.63993661424714e-05
643,1135,8.63993661424714e-05
644,1136,8.63993661424714e-05
645,1137,8.63993661424714e-05
646,1138,8.63993661424714e-05
647,1139,8.63993661424714e-05
648,1140,8.63993661424714e-05
649,1141,8.63993661424714e-05
650,1142,8.63993661424714e-05
651,1143,8.63993661424714e-05
652,1144,8.63993661424714e-05
653,1145,8.63993661424714e-05
654,1146,8.63993661424714e-05
655,1147,8.63993661424714e-05
656,1148,8.63993661424714e-05
657,1149,8.63993661424714e-05
658,1150,8.63993661424714e-05
659,1151,8.63993661424714e-05
660,1152,8.63993661424714e-05
661,1153,8.63993661424714e-05
662,1154,8.63993661424714e-05
663,1155,8.63993661424714e-05
664,1156,8.63993661424714e-05
665,1157,8.63993661424714e-05
666,1158,8.63993661424714e-05
667,1159,8.63993661424714e-05
668,1160,8.63993661424714e-05
669,1161,8.63993661424714e-05
670,1162,8.63993661424714e-05
671,1163,8.63993661424714e-05
672,1164,8.63993661424714e-05
673,1165,8.63993661424714e-05
674,1166,8.63993661424714e-05
675,1167,8.63993661424714e-05
676,1168,8.63993661424714e-05
677,1169,8.63993661424714e-05
678,1170,8.63993661424714e-05
679,1171,8.63993661424714e-05
680,1172,8.63993661424714e-05
681,1173,8.63993661424714e-05
682,1174,8.63993661424714e-05
683,1175,8.63993661424714e-05
684,1176,8.63993661424714e-05
685,1177,8.63993661424714e-05
686,1178,8.63993661424714e-05
687,1179,8.63993661424714e-05
688,1180,8.63993661424714e-05
689,1181,8.63993661424714e-05
690,1182,8.63993661424714e-05
691,1183,8.63993661424714e-05
692,1184,8.63993661424714e-05
693,1185,8.63993661424714e-05
694,1186,8.63993661424714e-05
695,1187,8.63993661424714e-05
696,1188,8.63993661424714e-05
697,1189,8.63993661424714e-05
698,1190,8.63993661424714e-05
699,1191,8.63993661424714e-05
700,1192,8.63993661424714e-05
701,1193,8.63993661424714e-05
702,1194,8.63993661424714e-05
703,1195,8.63993661424714e-05
704,1196,8.63993661424714e-05
705,1197,8.63993661424714e-05
706,1198,8.63993661424714e-05
707,1199,8.63993661424714e-05
708,1200,8.63993661424714e-05
709,1201,8.63993661424714e-05
710,1202,8.63993661424714e-05
711,1203,8.63993661424714e-05
712,1204,8.63993661424714e-05
713,1205,8.63993661424714e-05
714,1206,8.63993661424714e-05
715,1207,8.63993661424714e-05
716,1208,8.63993661424714e-05
717,1209,8.63993661424714e-05
718,1210,8.63993661424714e-05
719,1211,8.63993661424714e-05
720,1212,8.63993661424714e-05
721,1213,8.63993661424714e-05
722,1214,8.63993661424714e-05
723,1215,8.63993661424714e-05
724,1216,8.63993661424714e-05
725,1217,8.63993661424714e-05
726,1218,8.63993661424714e-05
727,1219,8.63993661424714e-05
728,1220,8.63993661424714e-05
729,1221,8.63993661424714e-05
730,1222,8.63993661424714e-05
731,1223,8.63993661424714e-05
732,1224,8.63993661424714e-05
733,1225,8.63993661424714e-05
734,1226,8.63993661424714e-05
735,1227,8.63993661424714e-05
736,1228,8.63993661424714e-05
737,1229,8.63993661424714e-05
738,1230,8.63993661424714e-05
739,1231,8.63993661424714e-05
740,1232,8.63993661424714e-05
741,1233,8.63993661424714e-05
742,1234,8.63993661424714e-05
743,1235,8.63993661424714e-05
744,1236,8.63993661424714e-05
745,1237,8.63993661424714e-05
746,1238,8.63993661424714e-05
747,1239,8.63993661424714e-05
748,1240,8.63993661424714e-05
749,1241,8.63993661424714e-05
750,1242,8.63993661424714e-05
751,1243,8.63993661424714e-05
752,1244,8.63993661424714e-05
753,1245,8.63993661424714e-05
754,1246,8.63993661424714e-05
755,1247,8.63993661424714e-05
756,1248,8.63993661424714e-05
757,1249,8.63993661424714e-05
758,1250,8.63993661424714e-05
759,1251,8.63993661424714e-05
760,1252,8.63993661424714e-05
761,1253,8.63993661424714e-05
762,1254,8.63993661424714e-05
763,1255,8.63993661424714e-05
764,1256,8.63993661424714e-05
765,1257,8.63993661424714e-05
766,1258,8.63993661424714e-05
767,1259,8.63993661424714e-05
768,1260,8.63993661424714e-05
769,1261,8.63993661424714e-05
770,1262,8.63993661424714e-05
771,1263,8.63993661424714e-05
772,1264,8.63993661424714e-05
773,1265,8.63993661424714e-05
774,1266,8.63993661424714e-05
775,1267,8.63993661424714e-05
776,1268,8.63993661424714e-05
777,1269,8.63993661424714e-05
778,1270,8.63993661424714e-05
779,1271,8.63993661424714e-05
780,1272,8.63993661424714e-05
781,1273,8.63993661424714e-05
782,1274,8.63993661424714e-05
783,1275,8.63993661424714e-05
784,1276,8.63993661424714e-05
785,1277,8.63993661424714e-05
786,1278,8.63993661424714e-05
787,1279,8.63993661424714e-05
788,1280,8.63993661424714e-05
789,1281,8.63993661424714e-05
790,1282,8.63993661424714e-05
791,1283,8.63993661424714e-05
792,1284,8.63993661424714e-05
793,1285,8.63993661424714e-05
794,1286,8.63993661424714e-05
795,1287,8.63993661424714e-05
796,1288,8.63993661424714e-05
797,1289,8.63993661424714e-05
798,1290,8.63993661424714e-05
799,1291,8.63993661424714e-05
800,1292,8.63993661424714e-05
801,1293,8.63993661424714e-05
802,1294,8.63993661424714e-05
803,1295,8.63993661424714e-05
804,1296,8.63993661424714e-05
805,1297,8.63993661424714e-05
806,1298,8.63993661424714e-05
807,1299,8.63993661424714e-05
808,1300,8.63993661424714e-05
809,1301,8.63993661424714e-05
810,1302,8.63993661424714e-05
811,1303,8.63993661424714e-05
812,1304,8.63993661424714e-05
813,1305,8.63993661424714e-05
814,1306,8.63993661424714e-05
815,1307,8.63993661424714e-05
816,1308,8.63993661424714e-05
817,1309,8.63993661424714e-05
818,1310,8.63993661424714e-05
819,1311,8.63993661424714e-05
820,1312,8.63993661424714e-05
821,1313,8.63993661424714e-05
822,1314,8.63993661424714e-05
823,1315,8.63993661424714e-05
824,1316,8.63993661424714e-05
825,1317,8.63993661424714e-05
826,1318,8.63993661424714e-05
827,1319,8.63993661424714e-05
828,1320,8.63993661424714e-05
829,1321,8.63993661424714e-05
830,1322,8.63993661424714e-05
831,1323,8.63993661424714e-05
832,1324,8.63993661424714e-05
833,1325,8.63993661424714e-05
834,1326,8.63993661424714e-05
835,1327,8.63993661424714e-05
836,1328,8.63993661424714e-05
837,1329,8.63993661424714e-05
838,1330,8.63993661424714e-05
839,1331,8.63993661424714e-05
840,1332,8.63993661424714e-05
841,1333,8.63993661424714e-05
842,1334,8.63993661424714e-05
843,1335,8.63993661424714e-05
844,1336,8.63993661424714e-05
845,1337,8.63993661424714e-05
846,1338,8.63993661424714e-05
847,1339,8.63993661424714e-05
848,1340,8.63993661424714e-05
849,1341,8.63993661424714e-05
850,1342,8.63993661424714e-05
851,1343,8.63993661424714e-05
852,1344,8.63993661424714e-05
853,1345,8.63993661424714e-05
854,1346,8.63993661424714e-05
855,1347,8.63993661424714e-05
856,1348,8.63993661424714e-05
857,1349,8.63993661424714e-05
858,1350,8.63993661424714e-05
859,1351,8.63993661424714e-05
860,1352,8.63993661424714e-05
861,1353,8.63993661424714e-05
862,1354,8.63993661424714e-05
863,1355,8.63993661424714e-05
864,1356,8.63993661424714e-05
865,1357,8.63993661424714e-05
866,1358,8.63993661424714e-05
867,1359,8.63993661424714e-05
868,1360,8.63993661424714e-05
869,1361,8.63993661424714e-05
870,1362,8.63993661424714e-05
871,1363,8.63993661424714e-05
872,1364,8.63993661424714e-05
873,1365,8.63993661424714e-05
874,1366,8.63993661424714e-05
875,1367,8.63993661424714e-05
876,1368,8.63993661424714e-05
877,1369,8.63993661424714e-05
878,1370,8.63993661424714e-05
879,1371,8.63993661424714e-05
880,1372,8.63993661424714e-05
881,1373,8.63993661424714e-05
882,1374,8.63993661424714e-05
883,1375,8.63993661424714e-05
884,1376,8.63993661424714e-05
885,1377,8.63993661424714e-05
886,1378,8.63993661424714e-05
887,1379,8.63993661424714e-05
888,1380,8.63993661424714e-05
889,1381,8.63993661424714e-05
890,1382,8.63993661424714e-05
891,1383,8.63993661424714e-05
892,1384,8.63993661424714e-05
893,1385,8.63993661424714e-05
894,1386,8.63993661424714e-05
895,1387,8.63993661424714e-05
896,1388,8.63993661424714e-05
897,1389,8.63993661424714e-05
898,1390,8.63993661424714e-05
899,1391,8.63993661424714e-05
900,1392,8.63993661424714e-05
901,1393,8.63993661424714e-05
902,1394,8.63993661424714e-05
903,1395,8.63993661424714e-05
904,1396,8.63993661424714e-05
905,1397,8.63993661424714e-05
906,1398,8.63993661424714e-05
907,1399,8.63993661424714e-05
908,1400,8.63993661424714e-05
909,1401,8.63993661424714e-05
910,1402,8.63993661424714e-05
911,1403,8.63993661424714e-05
912,1404,8.63993661424714e-05
913,1405,8.63993661424714e-05
914,1406,8.63993661424714e-05
915,1407,8.63993661424714e-05
916,1408,8.63993661424714e-05
917,1409,8.63993661424714e-05
918,1410,8.63993661424714e-05
919,1411,8.63993661424714e-05
