,num_itr,sup_err
869,1113,5.8962603094299404e-05
870,1114,5.8962603094299404e-05
871,1115,5.8962603094299404e-05
872,1116,5.8962603094299404e-05
873,1117,5.8962603094299404e-05
874,1118,5.8962603094299404e-05
875,1119,5.8962603094299404e-05
876,1120,5.8962603094299404e-05
877,1121,5.8962603094299404e-05
878,1122,5.8962603094299404e-05
879,1123,5.8962603094299404e-05
880,1124,5.8962603094299404e-05
881,1125,5.8962603094299404e-05
882,1126,5.8962603094299404e-05
883,1127,5.8962603094299404e-05
884,1128,5.8962603094299404e-05
885,1129,5.8962603094299404e-05
886,1130,5.8962603094299404e-05
887,1131,5.8962603094299404e-05
888,1132,5.8962603094299404e-05
889,1133,5.8962603094299404e-05
890,1134,5.8962603094299404e-05
891,1135,5.8962603094299404e-05
892,1136,5.8962603094299404e-05
893,1137,5.8962603094299404e-05
894,1138,5.8962603094299404e-05
895,1139,5.8962603094299404e-05
896,1140,5.8962603094299404e-05
897,1141,5.8962603094299404e-05
898,1142,5.8962603094299404e-05
899,1143,5.8962603094299404e-05
900,1144,5.8962603094299404e-05
901,1145,5.8962603094299404e-05
902,1146,5.8962603094299404e-05
903,1147,5.8962603094299404e-05
904,1148,5.8962603094299404e-05
905,1149,5.8962603094299404e-05
906,1150,5.8962603094299404e-05
907,1151,5.8962603094299404e-05
908,1152,5.8962603094299404e-05
909,1153,5.8962603094299404e-05
910,1154,5.8962603094299404e-05
911,1155,5.8962603094299404e-05
912,1156,5.8962603094299404e-05
913,1157,5.8962603094299404e-05
914,1158,5.8962603094299404e-05
915,1159,5.8962603094299404e-05
916,1160,5.8962603094299404e-05
917,1161,5.8962603094299404e-05
918,1162,5.8962603094299404e-05
919,1163,5.8962603094299404e-05
920,1164,5.8962603094299404e-05
921,1165,5.8962603094299404e-05
922,1166,5.8962603094299404e-05
923,1167,5.8962603094299404e-05
924,1168,5.8962603094299404e-05
925,1169,5.8962603094299404e-05
926,1170,5.8962603094299404e-05
927,1171,5.8962603094299404e-05
928,1172,5.8962603094299404e-05
929,1173,5.8962603094299404e-05
930,1174,5.8962603094299404e-05
931,1175,5.8962603094299404e-05
932,1176,5.8962603094299404e-05
933,1177,5.8962603094299404e-05
934,1178,5.8962603094299404e-05
935,1179,5.8962603094299404e-05
936,1180,5.8962603094299404e-05
937,1181,5.8962603094299404e-05
938,1182,5.8962603094299404e-05
939,1183,5.8962603094299404e-05
940,1184,5.8962603094299404e-05
941,1185,5.8962603094299404e-05
942,1186,5.8962603094299404e-05
943,1187,5.8962603094299404e-05
944,1188,5.8962603094299404e-05
945,1189,5.8962603094299404e-05
946,1190,5.8962603094299404e-05
947,1191,5.8962603094299404e-05
948,1192,5.8962603094299404e-05
949,1193,5.8962603094299404e-05
950,1194,5.8962603094299404e-05
951,1195,5.8962603094299404e-05
952,1196,5.8962603094299404e-05
953,1197,5.8962603094299404e-05
954,1198,5.8962603094299404e-05
955,1199,5.8962603094299404e-05
956,1200,5.8962603094299404e-05
957,1201,5.8962603094299404e-05
958,1202,5.8962603094299404e-05
959,1203,5.8962603094299404e-05
960,1204,5.8962603094299404e-05
961,1205,5.8962603094299404e-05
962,1206,5.8962603094299404e-05
963,1207,5.8962603094299404e-05
964,1208,5.8962603094299404e-05
965,1209,5.8962603094299404e-05
966,1210,5.8962603094299404e-05
967,1211,5.8962603094299404e-05
968,1212,5.8962603094299404e-05
969,1213,5.8962603094299404e-05
970,1214,5.8962603094299404e-05
971,1215,5.8962603094299404e-05
972,1216,5.8962603094299404e-05
973,1217,5.8962603094299404e-05
974,1218,5.8962603094299404e-05
975,1219,5.8962603094299404e-05
976,1220,5.8962603094299404e-05
977,1221,5.8962603094299404e-05
978,1222,5.8962603094299404e-05
979,1223,5.8962603094299404e-05
980,1224,5.8962603094299404e-05
981,1225,5.8962603094299404e-05
982,1226,5.8962603094299404e-05
983,1227,5.8962603094299404e-05
984,1228,5.8962603094299404e-05
985,1229,5.8962603094299404e-05
986,1230,5.8962603094299404e-05
987,1231,5.8962603094299404e-05
988,1232,5.8962603094299404e-05
989,1233,5.8962603094299404e-05
990,1234,5.8962603094299404e-05
991,1235,5.8962603094299404e-05
992,1236,5.8962603094299404e-05
993,1237,5.8962603094299404e-05
994,1238,5.8962603094299404e-05
995,1239,5.8962603094299404e-05
996,1240,5.8962603094299404e-05
997,1241,5.8962603094299404e-05
998,1242,5.8962603094299404e-05
999,1243,5.8962603094299404e-05
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
